Model,Metric,Mean (Same Folder),Mean (Different Folder),Std (Same Folder),Std (Different Folder),Min (Same Folder),Max (Same Folder),Min (Different Folder),Max (Different Folder),Separation (Mean Diff),Dynamic Range (Same Folder),Dynamic Range (Different Folder),SNR,Kurtosis (Same Folder),Kurtosis (Different Folder),Skewness (Same Folder),Skewness (Different Folder),Overlap Percentage,Separation Ratio,Median (Same Folder),Median (Different Folder),Suggested Threshold,False Positive Rate,False Negative Rate
OpenFace,manhattan,7.699451643736029,10.576722201532466,1.940969570326352,1.6408685045604612,3.993886812706478,12.01665810862869,7.558085835771635,13.830949368595611,2.877270557796437,8.022771295922212,6.272863532823976,0.8032944252755924,-0.12905665657502396,-0.5684422958708364,0.39977783035622977,-0.08976158245984445,46.211168602388284,0.20126917008335407,7.33605413386249,10.77136870258255,9.138086922634248,15.0,24.0
OpenFace,euclidean,0.8414190864560315,1.1649019116655641,0.20866409459397428,0.18613286565086593,0.44650138897996217,1.297302228924592,0.8267970481003184,1.5288739015590835,0.32348282520953264,0.8508008399446297,0.7020768534587651,0.8193650351535613,-0.14475766759766096,-0.660370426137912,0.3697350956501501,-0.09819179699880724,45.95840742356535,0.20831185004697,0.8089289770889255,1.1935755808554696,1.0031604990607979,15.0,24.0
OpenFace,hausdorff,0.8414190864560315,1.1649019116655641,0.20866409459397434,0.18613286565086598,0.44650138897996217,1.2973022289245923,0.8267970481003187,1.5288739015590835,0.32348282520953264,0.8508008399446302,0.7020768534587648,0.8193650351535611,-0.1447576675976583,-0.6603704261379133,0.3697350956501516,-0.09819179699880698,45.95840742356535,0.20831185004696998,0.8089289770889254,1.1935755808554698,1.0031604990607979,15.0,24.0
OpenFace,cosine,0.3757633999543587,0.6958209701269792,0.18582783541823786,0.21605118716955657,0.09968174981598454,0.8414965272628829,0.3417966850745989,1.168727677976428,0.3200575701726205,0.7418147774468984,0.826930992901829,0.7964027784075263,0.4263235353195598,-0.45741897810224463,0.9531640685603415,0.2314299063970773,45.13035547610378,0.20402131194366355,0.32734800234357,0.7123113642258776,0.535792185040669,15.0,28.000000000000004
OpenFace,correlation,0.37518273886343023,0.6936849217727845,0.1861817522477363,0.21642029101951019,0.10013203009612137,0.8437744507354439,0.3396332760240899,1.170408341801044,0.3185021829093543,0.7436424206393225,0.8307750657769541,0.7911092063135237,0.45871270392697117,-0.4312580977229268,0.9690383507376843,0.24971050968645536,45.24348020384794,0.20229842824874608,0.3262563839389337,0.7075907258121461,0.5344338303181073,15.0,28.000000000000004
OpenFace,braycurtis,0.4788706709863105,0.7410934444345609,0.15391223561837555,0.186272261707128,0.22602182374155871,0.8543461763686014,0.4550515875989732,1.2101322282693134,0.26222277344825046,0.6283243526270428,0.7550806406703403,0.7708251713697116,0.20049809803154295,0.20832498298942514,0.8059568642589162,0.5873723019294258,46.48561245375421,0.18954881232807713,0.43679682077384946,0.7464626591665265,0.6099820577104357,15.0,28.000000000000004
OpenFace,minkowski,0.4334702215458502,0.6051670669777411,0.10732351615255153,0.09945405020906475,0.23438473320641212,0.6674099295724186,0.4254755608115996,0.79227944496767,0.17169684543189095,0.4330251963660065,0.3668038841560704,0.8303456146283512,-0.20656884318775948,-0.7465933089338659,0.33125675224274337,-0.18327953292848106,45.6407311743068,0.2146669202372816,0.42221182369248383,0.6213067005600086,0.5193186442617956,15.0,24.0
OpenFace,chebyshev,0.20179438304039649,0.2950298566091806,0.05500865871648988,0.051439242949457134,0.10808026418089867,0.3345946744084358,0.182992085814476,0.37051285803318024,0.09323547356878409,0.22651441022753716,0.18752077221870422,0.8758789239582576,-0.18765844357694084,-0.6066659189924426,0.24626843999913434,-0.6853012301319821,39.965197036437125,0.22518732108204317,0.21472204104065895,0.3068138360977173,0.24841211982478853,20.0,24.0
OpenFace,mse,0.005871302995509576,0.010872202402167883,0.002903559881967338,0.0033757997584786684,0.00155752726844559,0.013148383384161837,0.005340573115214067,0.018261370366160115,0.005000899406658307,0.011590856115716247,0.012920797250946048,0.7964027692325497,0.42632353993822036,-0.45741881466365175,0.9531640491363476,0.23142995442290823,45.13035635202022,0.20402130088294693,0.0051148121674988375,0.011129864587613062,0.00837175269883873,15.0,28.000000000000004
OpenFace,hamming,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,100.0,,0.0,0.0,0.0,0.0,100.0
OpenFace,jensenshannon,inf,inf,,,inf,inf,inf,inf,,,,,,,,,100.0,,inf,inf,inf,0.0,100.0
VGG-Face,manhattan,19.36685759340209,28.89899604566075,3.9236091320548994,2.5875290645236917,14.683127330477928,26.568410303878487,24.290602263555485,33.779404821181586,9.532138452258657,11.885282973400559,9.488802557626101,1.46397421840432,-1.1418640233233794,-1.2069806336794566,0.449055858856073,0.16798048347758723,20.59976325378427,0.4459670772076676,18.973559293846133,28.287586194860697,24.13292681953142,20.0,0.0
VGG-Face,correlation,0.46688058611090943,0.8713099052694022,0.11555705317174471,0.07233220033178357,0.3119101090951931,0.6756445578340708,0.7224507876806814,0.9924130042932153,0.4044293191584928,0.3637344487388777,0.26996221661253395,2.152487764026899,-0.8664235268147258,-0.793422525965715,0.5595862981504562,-0.2637822813520318,6.34332512596929,0.6382064815414794,0.4342303854228414,0.8842067505283212,0.6690952456901558,10.0,0.0
VGG-Face,cosine,0.433045420396053,0.8099004273810486,0.10352268878468132,0.06479772627038133,0.2906327107926807,0.6232321337266357,0.6771526997565356,0.922805164289195,0.37685500698499563,0.33259942293395495,0.24565246453265943,2.2389144350773793,-0.8509545279808175,-0.6992184283033294,0.5548872073413812,-0.2531942213176708,5.069238406181022,0.6517142704644496,0.4027871784815986,0.8254008316083508,0.6214729238885508,5.0,0.0
VGG-Face,euclidean,0.9242068641001866,1.2716804114439832,0.10923604323759599,0.05128143827701812,0.7624076479058705,1.1164516413411163,1.1637462779803298,1.3585324171982025,0.34747354734379665,0.35404399343524584,0.1947861392178727,2.1647084421279144,-0.9587022616023035,-0.64481466434269,0.40478015671466866,-0.3289336668355244,5.610191629804332,0.6331167453653882,0.8975008789345476,1.2848352669570926,1.0979436377720848,15.0,0.0
